id	approved	datestart	dateend	label	name	shortname	hashtag	homepage	presentation form	onlinebanner	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Edition’s Topic	Technologies in use	Online Interactivity	Technical Liberties	Timezone	Twitter	Mastodon	Telegram	Git*	Instagram	LinkedIn	Facebook	Youtube		cancelled	replacement	replaces	cancellation_description
21098		20190504	20190505	FOSSA	Free and Open Source Software Auditing 	EU-FOSSA2	FOSSA	https://eufossahackathon.bemyapp.com/			Brussels	BE	Silversquare Europe	https://www.openstreetmap.org/node/2656943066	50.84073	4.36936		The next EU-FOSSA 2 Hackathon, on 4/5th May, has broadened its scope. It will still have a large focus on Apache Tomcat, but will now also include other communities under the Apache Software Foundation (ASF). Aditionally, the Hackathon will be offering training sessions on some of the latest ASF projects.			Hackathon,Public Administration		Zero		50																							
21099		20200425	20200426	T-Dose	T-Dose			http://www.t-dose.org/			Geldrop / Eindhoven	NL	Hofdael	https://www.openstreetmap.org/#map=19/51.42298/5.56255	51.42298	5.56255	nococ	T-DOSE is a free and yearly event held in The Netherlands to promote use and development of Open Source Software. During this event, Open Source projects, developers and visitors can exchange ideas and knowledge.			Community Event	t-dose	?	?	?	EN / NL	T-DOSE Foundation									https://twitter.com/tdose												
21100		20190511	20190511	LibreItaliaConf	LibreItaliaConf 2019			https://www.libreitalia.org/sesta-conferenza-italiana-libreitalia-2019/			Palermo	IT	Sala cinematografica «Vittorio De Seta»	https://www.openstreetmap.org/?mlat=38.1186680495739&mlon=13.337590098381042#map=18/38.11867/13.33759	38.11871	13.33759							Zero		?																							
21101	n/a	20200516	20200516	Linux Presentation Day 2020.1	Linux Presentation Day 2020.1			http://linux-presentation-day.org/													Regional Day				?																							
21102	n/a	20201121	20201121	Linux Presentation Day 2020.2	Linux Presentation Day 2020.2			http://linux-presentation-day.org/													Regional Day				?																							
21103		20200516	20200517	openSUSE Summit at OSCAL	openSUSE Summit at OSCAL						Tirana	AL						openSUSE is happy to have a summit this year at OSCAL in Tirana, Albania. We welcome the open source community to participate in the summit that we are co-hosting with OSCAL. The Call for Papers will be open until April 1, 2020.			Project Event	OpenSUSE,Tirana,OSCAL	?	?	?	EN	OpenSUSE	This event is hosted inside OSCAL																				
21104		20200516	20200517	OSCAL	Open Source Conference Albania	OSCAL	Oscal2020	https://oscal.openlabs.cc/			Tirana	AL	Oficina	https://www.openstreetmap.org/way/449516501	41.33539	19.80762	https://oscal.openlabs.cc/coc/	<p>If you are looking forward to spending a weekend fully dedicated to open source software and culture, meeting up with friends from different communities, hosting a talk, workshop or meetup on a topic you are passionate about, while enjoying the nice weather and great food in the city, come and join us in Tirana, Albania.</p><p>About OSCAL: OSCAL (Open Source Conference Albania) is the first annual conference in Albania organized to promote software freedom, open source software, free culture and open knowledge. The Conference will gather free libre open source technology users, developers, academics, governmental agencies and people who share the idea that software should be free and open for the local community and governments to develop and customize to its needs; that knowledge is a communal property and free and open to everyone.</p><p>This is the 7th edition of the conference. As we always try to bring new year we have been proud to have a variety in our sessions:</p><ul><li>broad range of technical topics</li><li>over 90 hours of sessions</li><li>over 70 diverse speakers</li><li>more than 20 exhibitors</li><li>exclusive cityur</li><li>hackerspace parties</li><li>diverse and inclusive environment</li></ul>	20200401	https://cfp.openlabs.cc/oscal-2020/cfp	Community Event	Open labs,	Zero	No	250	EN	Open Labs				Internet Freedom FTW					https://twitter.com/oscalconf												
21105		20190523	20190526	Rencontres de la Monnaie Libre	Rencontres de la Monnaie Libre	RML13	RML13	http://rml13.creationmonetaire.info/			Perpignan	FR	Coeur de Ğ1	https://www.openstreetmap.org/?mlat=42.69588&mlon=2.88461#map=19/42.69588/2.88461	42.69588	2.88461		<p>Ces RML13 sont tout particulièrement dédiées au fondement même des Rencontres de la Monnaie Libre, c'est à dire la rencontre des informaticiens développeurs / testeurs, du coeur de fonctionnement de la Ğ1 : Duniter</p><p>Les rencontres des informaticiens sont donc dédiées aux discussions et présentations concernant les protocoles et le coeur de Duniter afin de progresser dans l'organisation et l'avancement du développement du code de Duniter et de ses variantes en cours de développement telles que DURS (Duniter en RUST) ou Juniter (Duniter en Java)</p><p>Y sont tout spécialement conviés les développeurs du coeur en priorité, mais aussi les développeurs des clients, et tout particulièrement Silkaj (client en ligne de commande) qui sera prioritaire (pour rester aussi proche du coeur que possible), Cesium et Sakia, puisqu'ils utilisent ces protocoles et sont donc aussi en mesure d'en détailler les contenus</p>							?																							
21106		20200521	20200524	Gulaschprogrammiernacht	Gulaschprogrammiernacht		GPN19	https://gulas.ch/			Karlsruhe	DE	Staatliche Hochschule für Gestaltung	https://www.openstreetmap.org/way/23855655#map=15/49.0023/8.4000&layers=T	49.0023	8.4		Gulaschprogrammiernacht klingt fast wie ein Kochmarathon für schlaflose Informatikstudenten. Was 2002 in einem Karlsruher Kellerraum mit ein paar Technikbegeisterten angefangen hat, ist inzwischen zu einer der größten Veranstaltungen des Chaos Computer Clubs gewachsen. Die Themen sind breit gefächert: Den Kern bilden Hard- und Softwareentwicklung, sowie Datensicherheit. Daneben kommen aber auch Datenschutz, Netzpolitik und viele andere faszinierende Themen zum Zug: Wie kocht man das perfekte Gulasch? Kann man aus Hardwareschrott noch schönen Schmuck basteln? Wie funktioniert eigentlich eine Nähmaschine? Wie fliegt man Raumschiffe? 			Community Event, Hackmeeting	CCC, Entropia	Zero	no	1500	DE		Gulaschkanone, Breakfast flatrate								https://twitter.com/entropiagpn												
21107		20190530	20190602	Toulouse Hacker Space Factory	Toulouse Hacker Space Factory			https://www.thsf.net/			Toulouse	FR	Mix'Art Myrys	https://www.openstreetmap.org/way/48416748	43.61877	1.42029		<p>ge en 2019 dans une Néo-Tokyo post-apocalyptique et futuriste. Mégapole aliénante, politiciens corrompus, révoltes sociales, expérimentations militaires, pouvoirs psychiques et mutations techno-organiques… Katsuhiro Otomo pose les bases du cyberpunk japonais et questionne avec acuité les modes d’organisation sociale, le rapport de l’homme à la technologie et sa place dans l’environnement.</p><p>La 10ème édition de la Toulouse HackerSpace Factory (THSF) se construit en hommage et écho à cette oeuvre majeure tant sur le plan graphique que scénaristique avec un récit profondément politique et social. Malheureusement la 2019 d’Otomo se rapproche par bien des aspects de notre 2019 actuelle, et les questions qu'il soulevait au début des années 80 restent toujours prégnantes. Notamment les inégalites et l'injustice sociale, le rapport à la science et aux technologies, aux contrôles des personnes et des masses, et à l’environnement. Autant de questions que, depuis 10 ans, la THSF entend partager avec des artistes, des hackers, des chercheurs, des militants associatifs et tous les publics.</p>							?																							
21108		20200709	20200712	Hackmeeting 0x17	Hackmeeting 0x17	Hackmeeting		https://hackmeeting.org/hackit20/			Rome	IT	CSOA Forte prenestino	https://www.openstreetmap.org/node/251876420#map=11/41.8804/12.7285	41.89234	12.56924	https://hackmeeting.org/hackit20/info.en.html	Hackmeeting is the yearly Italian digital counter-cultures meeting			Community Event	Hackmeeting,Italy	no	no	?	IT																						
21109		20190531	20190502	Wireless Community Weekend	Freifunk Wireless Community Weekend 2019			https://wiki.freifunk.net/Wireless_Community_Weekend_2020			Berlin	DE	C-base	http://www.openstreetmap.org/?box=yes&bbox=13.42013%2C52.51297%2C13.42013%2C52.51297	52.51298	13.42009		The WirelessCommunityWeekend will follow the 15 years of tradition also in 2019 and take place in the c-base space station in Berlin. From the 31th of May to the 2nd of June the Freifunk community will meet with their guests to create an unconference and hackathon							?																							
21110		20200825	20200827	deRSE20	2nd International Conference for Research Software Engineers in Germany	deRSE20	deRSE20	https://de-rse.org/deRSE20/			Jena	DE	Friedrich Schiller University	https://www.openstreetmap.org/relation/187012	50.92946	11.58947	https://de-rse.org/deRSE20/delegates/code-of-conduct/	The 1st International Conference for Research Software Engineers in Germany this year in June in Potsdam was a great success. Therefore we are very happy to announce that planning for the 2nd International Conference for Research Software Engineers in Germany has started!			Science Event	research software engineering	?	?	?	?		"<a href=""https://de-rse.org/deRSE20/news/call-for-committee-members/"">Call for Committees</a>"																				
21111		20200530	20200531	TuxCon	TuxCon		TuxCon	http://tuxcon.mobi/	online				On the internet					TuxCon is an annual event about free and open source software and hardware. The entrance is free for all visitors. TuxCon is a community event and it is organized by volunteers. The twitter hashtag of the event is #TuxCon.							?	BG						Youtube																
21112		20190611	20190611	Sharing & Reuse Conference	Sharing & Reuse Conference			https://joinup.ec.europa.eu/collection/sharing-and-reuse-it-solutions/sharing-reuse-conference-2019			Bucharest	RO													?																							
21113		20200621	20200621	UK Open Source Awards	UK Open Source Awards			https://opensourceawards.org/			Edinburgh	GB	Edinburgh University Computing faculty’s Informatics Forum	https://www.openstreetmap.org/way/23046723	55.94482	-3.18737	nococ	<p>The UK Open Source Awards (UKOSA) returns for it’s 7th year, organised by SalesAgility and will once again be held in the Edinburgh University Computing faculty’s Informatics Forum on Thursday May 21st 2020.</p><p>The awards are designed to recognise and celebrate the innovation, diversity, collaboration and creativity that are core components of Open Source software creation and maintenance. If you know of any deserving projects, people or organisations, please nominate them for the following awards:</p><ol><li>Individual Award – for outstanding contributions to Open Source.</li><li>Company Award – for outstanding contribution to Open Source either through product development or contributions to projects.</li><li>Public Sector and Third Sector Award – for an outstanding Open Source project in the UK public sector or third sector.</li><li>Diversity Award – in recognition of diversity in UK Open Source.</li><li>Student Award – a cash prize of £1,500 for an outstanding contribution to Open Source from currently matriculated UK students.</li></ol>			Business Event	Award,SalesAgility	Zero		180	EN																						
21114		20210623	20210624	OW2Con	OW2Con		ow2	https://www.ow2con.org/view/2020	offline		Paris	FR	Orange Gardens	https://www.openstreetmap.org/way/396084742	48.80104	2.29457	https://www.ow2con.org/view/2020/Code_Of_Conduct?year=2020&event=OW2con20	<p>The world needs a vibrant European open source ecosystem. As open source software has become mainstream how do we ensure it creates long-term value for all and enables good jobs and digital sovereignty across societies? The growth and sustainability of the ecosystem depends on the success of its stakeholders: open source projects and developers, open source foundations, systems integrators, software vendors, and users. We all play a part through our technology choices, our best practices, our engagement with other players. We each have a vested interest in the well-being of other stakeholders. OW2con’21 will address the many challenges of ensuring a sustainable European open source ecosystem.</p>	20210315	https://www.ow2con.org/view/2021/Call_For_Presentations?year=2021&event=OW2con21	Business Event		?	?	?	EN					Leveraging the European Open Source Ecosystem.					http://www.twitter.com/ow2												
